d1,type,d2
DB00603,1,DB00615
DB01097,1,DB09278
DB00501,1,DB01023
DB00331,1,DB01267
DB00268,1,DB00484
DB00477,1,DB04871
DB00864,1,DB01033
DB00438,1,DB03615
DB00875,1,DB01403
DB00312,1,DB01151
DB00451,1,DB11110
DB01211,1,DB06176
DB00159,1,DB00784
DB01621,1,DB06201
DB00452,1,DB00814
DB00488,1,DB01037
DB00661,1,DB01394
DB00264,1,DB00468
DB00872,1,DB01621
DB00285,1,DB00673
DB00773,1,DB01320
DB00277,1,DB00397
DB00682,1,DB01413
DB00361,1,DB00673
DB00967,1,DB08883
DB01068,1,DB02703
DB00752,1,DB06706
DB01041,1,DB09072
DB01407,1,DB06701
DB06717,1,DB09073
DB00390,1,DB05294
DB00191,1,DB00679
DB01166,1,DB05521
DB00196,1,DB00358
DB00605,1,DB00686
DB00486,1,DB01080
DB00605,1,DB00798
DB00248,1,DB00612
DB00745,1,DB01181
DB00254,1,DB08795
DB00178,1,DB01261
DB00317,1,DB00559
DB00391,1,DB11315
DB00484,1,DB00972
DB00543,1,DB09242
DB00091,1,DB00126
DB00237,1,DB00524
DB00675,1,DB01254
DB01017,1,DB08815
DB00186,1,DB01174
DB00370,1,DB00829
DB00307,1,DB01238
DB08822,1,DB09220
DB00263,1,DB09227
DB00472,1,DB09280
DB00317,1,DB01201
DB00932,1,DB06605
DB00898,1,DB01589
DB00686,1,DB06605
DB00091,1,DB01200
DB00841,1,DB01255
DB00425,1,DB01238
DB01069,1,DB05271
DB00382,1,DB09076
DB00181,1,DB01018
DB00734,1,DB09271
DB00254,1,DB01353
DB00819,1,DB01397
DB00213,1,DB00446
DB01115,1,DB04884
DB00433,1,DB00752
DB00252,1,DB00484
DB01117,1,DB01614
DB00853,1,DB08895
DB00593,1,DB00648
DB00976,1,DB00996
DB01026,1,DB08875
DB00356,1,DB00557
DB00350,1,DB01354
DB00752,1,DB09272
DB01036,1,DB06148
DB00333,1,DB04884
DB00595,1,DB00982
DB01394,1,DB08860
DB00909,1,DB09073
DB00997,1,DB09063
DB01026,1,DB01256
DB00175,1,DB02703
DB01038,1,DB01149
DB01210,1,DB08976
DB00835,1,DB08883
DB00252,1,DB00309
DB00573,1,DB09295
DB00268,1,DB00391
DB00224,1,DB00938
DB00136,1,DB08933
DB00035,1,DB00956
DB00317,1,DB06603
DB01142,1,DB06704
DB00319,1,DB09268
DB05521,1,DB09053
DB05521,1,DB09262
DB00373,1,DB06218
DB00216,1,DB00889
DB00180,1,DB00377
DB00908,1,DB01174
DB00196,1,DB04855
DB01120,1,DB02901
DB00472,1,DB06228
DB00252,1,DB08916
DB00349,1,DB00450
DB00541,1,DB00571
DB00252,1,DB01248
DB00598,1,DB01577
DB01418,1,DB06605
DB00418,1,DB00661
DB00752,1,DB00767
DB00191,1,DB06413
DB00349,1,DB00370
DB01017,1,DB04844
DB01182,1,DB08893
DB01255,1,DB06767
DB00484,1,DB01403
DB08881,1,DB09063
DB01026,1,DB01182
DB00331,1,DB01601
DB00211,1,DB01577
DB01234,1,DB04876
DB01238,1,DB06820
DB00035,1,DB01050
DB00254,1,DB00657
DB01142,1,DB01624
DB00946,1,DB01050
DB00159,1,DB00569
DB00176,1,DB00752
DB00621,1,DB01234
DB00672,1,DB04861
DB00252,1,DB08881
DB00246,1,DB00998
DB00222,1,DB01119
DB00285,1,DB00961
DB00282,1,DB00480
DB00182,1,DB00391
DB00422,1,DB00584
DB00496,1,DB09073
DB00243,1,DB00571
DB00808,1,DB01124
DB00602,1,DB00661
DB01009,1,DB01032
DB00585,1,DB01254
DB00204,1,DB09330
DB00501,1,DB01026
DB00960,1,DB01614
DB00619,1,DB08912
DB00528,1,DB01337
DB00867,1,DB06413
DB00457,1,DB01193
DB05812,1,DB09068
DB00586,1,DB01356
DB00477,1,DB00656
DB00573,1,DB08794
DB00331,1,DB00621
DB00367,1,DB00682
DB01118,1,DB05528
DB00748,1,DB04924
DB00794,1,DB06626
DB00215,1,DB00468
DB00328,1,DB00390
DB00682,1,DB06176
DB00344,1,DB01267
DB00541,1,DB08827
DB00181,1,DB00371
DB00862,1,DB09026
DB00783,1,DB01120
DB00472,1,DB01069
DB00420,1,DB00696
DB01253,1,DB06144
DB00418,1,DB00672
DB00214,1,DB00542
DB04839,1,DB06335
DB00307,1,DB00877
DB01118,1,DB01394
DB00559,1,DB00675
DB00857,1,DB01238
DB00555,1,DB01164
DB00214,1,DB00732
DB00268,1,DB00543
DB00762,1,DB01264
DB00422,1,DB01359
DB00266,1,DB00537
DB00173,1,DB00762
DB00458,1,DB01392
DB00661,1,DB00864
DB01167,1,DB01264
DB00669,1,DB01267
DB01008,1,DB01181
DB00624,1,DB00682
DB00091,1,DB00605
DB00423,1,DB00486
DB00661,1,DB00734
DB01076,1,DB08916
DB00571,1,DB01158
DB06290,1,DB09053
DB01030,1,DB08865
DB00814,1,DB01207
DB00563,1,DB01399
DB00804,1,DB06148
DB00211,1,DB01136
DB00761,1,DB00950
DB00035,1,DB01600
DB00458,1,DB01012
DB00457,1,DB01359
DB01200,1,DB01224
DB00332,1,DB00662
DB00216,1,DB01072
DB01247,1,DB06707
DB01017,1,DB01403
DB00270,1,DB02703
DB00831,1,DB09271
DB00181,1,DB09117
DB00780,1,DB01192
DB00208,1,DB04908
DB00443,1,DB06335
DB09065,1,DB09073
DB01112,1,DB09104
DB00924,1,DB01409
DB00310,1,DB00802
DB00976,1,DB01167
DB00470,1,DB01264
DB00422,1,DB00661
DB00136,1,DB00741
DB00191,1,DB00470
DB00932,1,DB03880
DB00181,1,DB00765
DB00830,1,DB01255
DB00564,1,DB01224
DB00571,1,DB00820
DB00726,1,DB01392
DB01097,1,DB09330
DB00458,1,DB09034
DB01071,1,DB01367
DB00564,1,DB00851
DB00311,1,DB00427
DB00366,1,DB00802
DB00872,1,DB01072
DB00864,1,DB01196
DB01600,1,DB06696
DB01069,1,DB06144
DB00243,1,DB06335
DB00370,1,DB00690
DB00218,1,DB00658
DB01171,1,DB09076
DB00588,1,DB00935
DB00433,1,DB06684
DB00705,1,DB01181
DB01018,1,DB01174
DB00359,1,DB00418
DB01173,1,DB01198
DB00668,1,DB00871
DB01242,1,DB08912
DB00374,1,DB00784
DB00641,1,DB04839
DB00672,1,DB01015
DB00307,1,DB00468
DB00390,1,DB01319
DB00949,1,DB01403
DB01193,1,DB01620
DB00897,1,DB01264
DB00679,1,DB01151
DB00653,1,DB00734
DB00273,1,DB00366
DB00679,1,DB09068
DB06724,1,DB09267
DB00457,1,DB00884
DB01167,1,DB06218
DB06791,1,DB09083
DB00422,1,DB00610
DB00612,1,DB08895
DB00564,1,DB01115
DB08820,1,DB09118
DB00196,1,DB09053
DB00687,1,DB01016
DB01560,1,DB06282
DB01211,1,DB06209
DB00564,1,DB01017
DB00675,1,DB06207
DB00569,1,DB08918
DB00382,1,DB04946
DB00571,1,DB00708
DB00476,1,DB01624
DB00528,1,DB01072
DB01041,1,DB08910
DB00465,1,DB04272
DB00311,1,DB01577
DB00635,1,DB00648
DB00622,1,DB00673
DB01104,1,DB09211
DB00955,1,DB01009
DB00611,1,DB09290
DB00641,1,DB08912
DB00668,1,DB06335
DB01023,1,DB01397
DB00237,1,DB00964
DB01045,1,DB08880
DB00227,1,DB08820
DB00176,1,DB00266
DB00211,1,DB01551
DB00264,1,DB09242
DB00177,1,DB01009
DB00615,1,DB08865
DB01156,1,DB04946
DB00206,1,DB00998
DB00484,1,DB06282
DB00374,1,DB00661
DB00188,1,DB00625
DB00813,1,DB09063
DB00014,1,DB04876
DB00213,1,DB01171
DB00588,1,DB00898
DB00765,1,DB00854
DB01104,1,DB01618
DB00909,1,DB00956
DB00653,1,DB01026
DB00540,1,DB01353
DB01223,1,DB06213
DB00220,1,DB01229
DB01330,1,DB06696
DB01032,1,DB09288
DB00997,1,DB09073
DB00384,1,DB00465
DB00346,1,DB05521
DB00959,1,DB05039
DB06690,1,DB09117
DB00573,1,DB01208
DB00612,1,DB01182
DB00934,1,DB04924
DB01611,1,DB01614
DB00938,1,DB01072
DB00674,1,DB01624
DB01009,1,DB01021
DB00476,1,DB01224
DB00440,1,DB00519
DB00277,1,DB06290
DB00334,1,DB00379
DB00501,1,DB01136
DB00677,1,DB00897
DB04876,1,DB09063
DB00935,1,DB09042
DB00715,1,DB06292
DB01193,1,DB01364
DB00465,1,DB00946
DB00470,1,DB04841
DB01041,1,DB09117
DB00557,1,DB01080
DB00310,1,DB01114
DB00609,1,DB00951
DB00760,1,DB01032
DB00268,1,DB00949
DB01392,1,DB09477
DB00635,1,DB06203
DB00241,1,DB09112
DB00470,1,DB09080
DB00912,1,DB05521
DB00461,1,DB00465
DB00752,1,DB01162
DB00502,1,DB09290
DB00218,1,DB00687
DB00715,1,DB09300
DB01221,1,DB09054
DB06695,1,DB08918
DB01320,1,DB01590
DB00361,1,DB08933
DB00195,1,DB01235
DB00486,1,DB01595
DB00333,1,DB00357
DB00745,1,DB00956
DB00178,1,DB01355
DB00470,1,DB06282
DB01255,1,DB01577
DB00323,1,DB01367
DB00285,1,DB06704
DB00327,1,DB00695
DB00595,1,DB06724
DB04835,1,DB09054
DB00413,1,DB00854
DB00932,1,DB06441
DB01166,1,DB09211
DB00912,1,DB01203
DB00474,1,DB01193
DB00747,1,DB05271
DB00176,1,DB03619
DB00752,1,DB01069
DB00418,1,DB09288
DB00163,1,DB00278
DB00975,1,DB01296
DB00884,1,DB01211
DB00531,1,DB01097
DB01149,1,DB01259
DB00559,1,DB01072
DB00758,1,DB01115
DB00258,1,DB00427
DB01390,1,DB08912
DB06290,1,DB09073
DB00244,1,DB06723
DB00563,1,DB01232
DB00472,1,DB01296
DB00543,1,DB09076
DB01113,1,DB09220
DB00651,1,DB01337
DB00835,1,DB06201
DB00418,1,DB01427
DB00767,1,DB01356
DB00862,1,DB00872
DB00363,1,DB01008
DB00696,1,DB04871
DB00864,1,DB01129
DB00819,1,DB06824
DB00450,1,DB00953
DB01100,1,DB01151
DB00315,1,DB00450
DB00295,1,DB00310
DB00983,1,DB06704
DB00349,1,DB06201
DB00470,1,DB01026
DB00691,1,DB00697
DB00537,1,DB00956
DB00014,1,DB04953
DB01377,1,DB09020
DB00224,1,DB08820
DB00501,1,DB00544
DB00653,1,DB00688
DB00682,1,DB01601
DB04574,1,DB06777
DB01167,1,DB05109
DB01211,1,DB08864
DB00204,1,DB00927
DB00409,1,DB01242
DB00281,1,DB05812
DB00775,1,DB01296
DB00391,1,DB09128
DB00695,1,DB01016
DB00794,1,DB08873
DB00465,1,DB00864
DB00759,1,DB01602
DB00488,1,DB00543
DB00191,1,DB00867
DB01579,1,DB06288
DB00975,1,DB01220
DB00317,1,DB02703
DB00501,1,DB01118
DB01032,1,DB09269
DB00593,1,DB00865
DB01032,1,DB01163
DB01193,1,DB06714
DB00451,1,DB06723
DB00598,1,DB00601
DB00414,1,DB06663
DB00363,1,DB01016
DB00679,1,DB01012
DB00928,1,DB01656
DB00598,1,DB00852
DB00820,1,DB01136
DB00380,1,DB01093
DB00857,1,DB01142
DB00409,1,DB01247
DB00199,1,DB00468
DB00295,1,DB00703
DB06695,1,DB09102
DB01149,1,DB01614
DB00341,1,DB01041
DB01320,1,DB08896
DB00264,1,DB00472
DB00765,1,DB06282
DB00857,1,DB01071
DB00599,1,DB01119
DB00615,1,DB08895
DB00363,1,DB01255
DB00528,1,DB00625
DB00006,1,DB06228
DB00391,1,DB00450
DB00586,1,DB01009
DB00841,1,DB01365
DB00186,1,DB01041
DB00195,1,DB00457
DB06413,1,DB06711
DB00648,1,DB08903
DB00687,1,DB00732
DB00536,1,DB01203
DB01171,1,DB08893
DB00972,1,DB01075
DB06335,1,DB08933
DB01219,1,DB01254
DB00748,1,DB00761
DB00418,1,DB00884
DB00784,1,DB00798
DB00196,1,DB00997
DB00343,1,DB06684
DB00332,1,DB01288
DB00418,1,DB00996
DB00382,1,DB01238
DB00252,1,DB00470
DB00433,1,DB00843
DB00224,1,DB01076
DB06282,1,DB09072
DB00359,1,DB09280
DB00765,1,DB00904
DB00384,1,DB00461
DB00205,1,DB00420
DB00285,1,DB00784
DB00470,1,DB00842
DB00626,1,DB09268
DB01115,1,DB01320
DB01115,1,DB01392
DB00607,1,DB00682
DB02703,1,DB06335
DB00850,1,DB01200
DB00390,1,DB01164
DB00250,1,DB00482
DB00277,1,DB01556
DB00907,1,DB02703
DB00398,1,DB01026
DB01320,1,DB01601
DB00582,1,DB01259
DB00829,1,DB00956
DB06203,1,DB09128
DB00361,1,DB01254
DB01595,1,DB05271
DB00766,1,DB03615
DB01380,1,DB09063
DB00977,1,DB09119
DB01229,1,DB05812
DB00294,1,DB00302
DB00906,1,DB09034
DB00700,1,DB01355
DB00196,1,DB00440
DB00486,1,DB01267
DB09030,1,DB09053
DB00248,1,DB00315
DB01038,1,DB01579
DB08889,1,DB09280
DB00282,1,DB00573
DB00657,1,DB06729
DB00648,1,DB09068
DB00331,1,DB01124
DB01351,1,DB09072
DB00518,1,DB01174
DB00766,1,DB00955
DB00224,1,DB00309
DB00206,1,DB09282
DB00204,1,DB00232
DB00327,1,DB00903
DB01254,1,DB09034
DB00381,1,DB00582
DB00486,1,DB00875
DB00295,1,DB01621
DB00252,1,DB00683
DB00690,1,DB09118
DB01029,1,DB01353
DB00437,1,DB01060
DB00264,1,DB00608
DB00014,1,DB00904
DB00887,1,DB06203
DB01063,1,DB04896
DB00477,1,DB00726
DB00573,1,DB03619
DB00468,1,DB00590
DB00860,1,DB00864
DB00820,1,DB00876
DB00555,1,DB00692
DB00959,1,DB01021
DB00615,1,DB00783
DB00206,1,DB09049
DB00830,1,DB00907
DB00618,1,DB00713
DB00474,1,DB06292
DB01623,1,DB09072
DB00540,1,DB06148
DB00752,1,DB00937
DB00898,1,DB01267
DB00635,1,DB01238
DB00222,1,DB00808
DB00611,1,DB00715
DB00188,1,DB00316
DB00363,1,DB00679
DB01394,1,DB08933
DB00203,1,DB09048
DB00761,1,DB11315
DB06603,1,DB09083
DB06701,1,DB06723
DB01241,1,DB01394
DB00555,1,DB11093
DB00268,1,DB00985
DB01174,1,DB09061
DB00290,1,DB01097
DB00590,1,DB00996
DB00358,1,DB00559
DB08882,1,DB08899
DB00668,1,DB06714
DB00196,1,DB00696
DB00529,1,DB00864
DB00697,1,DB01200
DB00169,1,DB00682
DB01364,1,DB09273
DB01174,1,DB09118
DB00216,1,DB02703
DB00204,1,DB00321
DB00414,1,DB08815
DB00485,1,DB00684
DB00206,1,DB00285
DB00876,1,DB01353
DB00294,1,DB00559
DB05245,1,DB09268
DB01197,1,DB09065
DB00820,1,DB06290
DB00091,1,DB00732
DB01166,1,DB08873
DB01149,1,DB06288
DB00379,1,DB00715
DB00188,1,DB00648
DB00752,1,DB00999
DB01238,1,DB08918
DB00182,1,DB09080
DB00972,1,DB01403
DB01106,1,DB09117
DB00104,1,DB00390
DB00683,1,DB01403
DB00181,1,DB00831
DB01618,1,DB06700
DB00176,1,DB00320
DB00501,1,DB01120
DB00390,1,DB00976
DB00449,1,DB00938
DB00186,1,DB00425
DB06589,1,DB09104
DB01100,1,DB04946
DB08883,1,DB09555
DB00997,1,DB06636
DB00237,1,DB00444
DB00857,1,DB09039
DB01211,1,DB09079
DB00266,1,DB04896
DB00294,1,DB00974
DB00243,1,DB09291
DB01214,1,DB01354
DB00409,1,DB09068
DB00280,1,DB09048
DB00687,1,DB01185
DB01223,1,DB01594
DB00776,1,DB09027
DB00872,1,DB06335
DB00266,1,DB01066
DB08827,1,DB09054
DB00635,1,DB00673
DB01211,1,DB09053
DB01232,1,DB08815
DB01023,1,DB01351
DB04855,1,DB05109
DB00405,1,DB00715
DB00177,1,DB01020
DB00648,1,DB01238
DB00320,1,DB00508
DB01207,1,DB09030
DB00191,1,DB00201
DB00268,1,DB01233
DB09020,1,DB09104
DB00450,1,DB00470
DB00252,1,DB09079
DB00661,1,DB06228
DB00695,1,DB09282
DB00780,1,DB01029
DB00508,1,DB00924
DB00486,1,DB01114
DB00457,1,DB00794
DB01172,1,DB01607
DB00213,1,DB00501
DB00557,1,DB00802
DB00715,1,DB09034
DB00268,1,DB00323
DB00512,1,DB01111
DB00214,1,DB00938
DB00586,1,DB00686
DB00450,1,DB01278
DB01403,1,DB09076
DB00014,1,DB00472
DB00946,1,DB06695
DB00400,1,DB01418
DB00683,1,DB05271
DB00559,1,DB01166
DB00349,1,DB08883
DB01238,1,DB08909
DB01320,1,DB09291
DB00263,1,DB01120
DB00370,1,DB08933
DB01017,1,DB01075
DB00307,1,DB08883
DB00425,1,DB04908
DB00653,1,DB01165
DB00594,1,DB00752
DB00193,1,DB01264
DB00220,1,DB06290
DB01192,1,DB09272
DB00337,1,DB00503
DB01100,1,DB04855
DB00662,1,DB09290
DB01218,1,DB06792
DB00465,1,DB06826
DB00252,1,DB06708
DB05521,1,DB06480
DB00346,1,DB01319
DB00925,1,DB01023
DB00933,1,DB06700
DB00196,1,DB00956
DB00652,1,DB00898
DB00268,1,DB09071
DB01558,1,DB06204
DB01232,1,DB09102
DB00850,1,DB08918
DB00612,1,DB09083
DB01072,1,DB08896
DB01015,1,DB01208
DB00951,1,DB01223
DB00227,1,DB08933
DB00333,1,DB00875
DB01367,1,DB04842
DB00834,1,DB06212
DB00925,1,DB01203
DB00191,1,DB00651
DB00988,1,DB09080
DB00334,1,DB00898
DB00176,1,DB09068
DB00334,1,DB01587
DB00737,1,DB08897
DB00571,1,DB01355
DB00541,1,DB08881
DB00393,1,DB00503
DB01119,1,DB09477
DB01601,1,DB05521
DB01072,1,DB09083
DB01036,1,DB06290
DB00313,1,DB00555
DB00215,1,DB01418
DB00603,1,DB00974
DB00187,1,DB00484
DB00261,1,DB00682
DB00381,1,DB01377
DB00762,1,DB08899
DB01418,1,DB04570
DB00932,1,DB08882
DB00222,1,DB00877
DB01353,1,DB04920
DB00582,1,DB01120
DB00393,1,DB01132
DB00482,1,DB00790
DB00486,1,DB00835
DB04908,1,DB04946
DB00204,1,DB01259
DB00470,1,DB00661
DB00715,1,DB01080
DB01100,1,DB01278
DB00289,1,DB00834
DB00408,1,DB00898
DB00985,1,DB05271
DB00867,1,DB09080
DB00622,1,DB06207
DB00932,1,DB01167
DB06290,1,DB08933
DB00679,1,DB01579
DB06335,1,DB09063
DB00607,1,DB01211
DB00921,1,DB01100
DB00871,1,DB01620
DB06204,1,DB09555
DB01018,1,DB08912
DB01232,1,DB06772
DB00450,1,DB00674
DB00557,1,DB09072
DB00203,1,DB05521
DB01158,1,DB01353
DB00196,1,DB08875
DB00897,1,DB00956
DB00440,1,DB06203
DB01174,1,DB09101
DB00752,1,DB01275
DB00363,1,DB08910
DB00641,1,DB04855
DB00557,1,DB00652
DB00281,1,DB08881
DB06335,1,DB09054
DB00514,1,DB01100
DB00398,1,DB00997
DB00391,1,DB01238
DB00980,1,DB09065
DB00159,1,DB01142
DB00322,1,DB04938
DB00193,1,DB00564
DB00903,1,DB01082
DB00370,1,DB01198
DB01149,1,DB08816
DB00661,1,DB01219
DB00726,1,DB00945
DB00177,1,DB00573
DB00338,1,DB00758
DB00175,1,DB01232
DB00295,1,DB01148
DB04817,1,DB08910
DB00399,1,DB00955
DB00765,1,DB01151
DB04905,1,DB06207
DB00266,1,DB02546
DB00414,1,DB00957
DB04920,1,DB09220
DB00461,1,DB01208
DB00268,1,DB00748
DB00310,1,DB00687
DB00237,1,DB01173
DB01149,1,DB09030
DB00582,1,DB00794
DB00648,1,DB06290
DB00956,1,DB01192
DB00563,1,DB01129
DB00213,1,DB00625
DB00218,1,DB01071
DB00918,1,DB01026
DB00328,1,DB00479
DB00679,1,DB00705
DB01120,1,DB06335
DB08865,1,DB09063
DB00252,1,DB08930
DB00208,1,DB01320
DB00741,1,DB08907
DB00451,1,DB01397
DB08897,1,DB09555
DB00582,1,DB00661
DB00919,1,DB01330
DB00252,1,DB01403
DB00104,1,DB00674
DB00780,1,DB01393
DB00361,1,DB01238
DB00224,1,DB01184
DB00456,1,DB01032
DB01201,1,DB08882
DB00573,1,DB01296
DB00919,1,DB01416
DB01390,1,DB04868
DB00613,1,DB04938
DB00461,1,DB06695
DB00176,1,DB00377
DB00470,1,DB00782
DB00283,1,DB00484
DB00983,1,DB09273
DB00802,1,DB00834
DB00472,1,DB01063
DB01106,1,DB05271
DB01151,1,DB08883
DB00263,1,DB00661
DB00569,1,DB09079
DB00211,1,DB01367
DB00648,1,DB08867
DB00682,1,DB08794
DB08897,1,DB09300
DB00424,1,DB08893
DB00391,1,DB00557
DB00508,1,DB01255
DB00285,1,DB00780
DB02901,1,DB06335
DB00104,1,DB08907
DB00420,1,DB01560
DB00862,1,DB09065
DB00498,1,DB04574
DB00476,1,DB00908
DB04908,1,DB06480
DB00449,1,DB00841
DB00321,1,DB01124
DB00366,1,DB06282
DB00222,1,DB01267
DB00307,1,DB00564
DB00280,1,DB04876
DB00307,1,DB00603
DB00474,1,DB00691
DB00613,1,DB08820
DB00254,1,DB01605
DB00774,1,DB00899
DB00222,1,DB00232
DB00780,1,DB01278
DB00543,1,DB09034
DB00325,1,DB01235
DB00268,1,DB00379
DB00382,1,DB00502
DB00313,1,DB01242
DB01174,1,DB08865
DB00320,1,DB01254
DB00590,1,DB00794
DB00370,1,DB00802
DB00214,1,DB00813
DB01589,1,DB05271
DB00209,1,DB00387
DB00679,1,DB00696
DB00227,1,DB09055
DB00333,1,DB00420
DB06204,1,DB08815
DB00593,1,DB01083
DB00358,1,DB00555
DB00014,1,DB00263
DB00708,1,DB01614
DB00734,1,DB01151
DB00346,1,DB01023
DB00243,1,DB00661
DB00715,1,DB00749
DB00553,1,DB09071
DB00241,1,DB00368
DB00672,1,DB00682
DB00396,1,DB06616
DB00661,1,DB01601
DB00498,1,DB08816
DB00427,1,DB01021
DB00136,1,DB06717
DB01367,1,DB01463
DB00653,1,DB00956
DB00585,1,DB01319
DB00497,1,DB00503
DB00245,1,DB08824
DB00889,1,DB01151
DB00862,1,DB01275
DB01591,1,DB08893
DB00921,1,DB05246
DB00418,1,DB01074
DB00564,1,DB09053
DB00273,1,DB00662
DB00726,1,DB01353
DB00382,1,DB01036
DB00163,1,DB00476
DB04946,1,DB06201
DB00766,1,DB00919
DB06616,1,DB08881
DB00497,1,DB00606
DB00625,1,DB01609
DB00752,1,DB00921
DB00241,1,DB01193
DB00215,1,DB00752
DB01072,1,DB01215
DB00313,1,DB00593
DB00214,1,DB00741
DB00295,1,DB01623
DB00960,1,DB01354
DB01207,1,DB06441
DB00181,1,DB00434
DB00285,1,DB08824
DB00393,1,DB00794
DB00182,1,DB00338
DB00266,1,DB06706
DB00282,1,DB00398
DB00440,1,DB00755
DB01072,1,DB09123
DB00540,1,DB00816
DB00387,1,DB01624
DB06684,1,DB08899
DB00554,1,DB00974
DB00193,1,DB00582
DB01364,1,DB06704
DB00720,1,DB06696
DB00871,1,DB06706
DB00691,1,DB00700
DB00933,1,DB01175
DB00374,1,DB08918
DB01201,1,DB04825
DB00881,1,DB09276
DB00539,1,DB00564
DB00833,1,DB03615
DB00519,1,DB01354
DB00368,1,DB06413
DB01354,1,DB08867
DB00476,1,DB06292
DB00957,1,DB06203
DB00468,1,DB00641
DB01223,1,DB05812
DB00865,1,DB00933
DB00976,1,DB01184
DB00181,1,DB00842
DB00738,1,DB01238
DB00295,1,DB01037
DB00418,1,DB00887
DB00313,1,DB01320
DB00199,1,DB06717
DB00717,1,DB08873
DB00206,1,DB01210
DB00622,1,DB01174
DB00243,1,DB01590
DB00177,1,DB00436
DB00238,1,DB00333
DB00277,1,DB00806
DB00273,1,DB00831
DB01176,1,DB01560
DB00802,1,DB01211
DB01357,1,DB04876
DB00949,1,DB08933
DB00615,1,DB00956
DB01037,1,DB01233
DB00180,1,DB08873
DB00266,1,DB01097
DB00425,1,DB00690
DB01232,1,DB06480
DB00261,1,DB04272
DB00126,1,DB09131
DB00232,1,DB00715
DB01600,1,DB09214
DB00490,1,DB01104
DB00401,1,DB09063
DB00391,1,DB01409
DB00187,1,DB00248
DB00834,1,DB01621
DB00695,1,DB01356
DB09048,1,DB09073
DB00193,1,DB00757
DB00266,1,DB01060
DB00206,1,DB00843
DB00668,1,DB06413
DB00571,1,DB01392
DB00968,1,DB01392
DB00678,1,DB00734
DB00884,1,DB09407
DB00717,1,DB06335
DB00486,1,DB00625
DB00603,1,DB00648
DB00313,1,DB00477
DB00428,1,DB01097
DB00850,1,DB09034
DB00452,1,DB01111
DB00705,1,DB01590
DB01202,1,DB06148
DB00231,1,DB01403
DB00436,1,DB00794
DB00661,1,DB01254
DB00813,1,DB09034
DB00470,1,DB00754
DB00215,1,DB00409
DB00831,1,DB00924
DB00202,1,DB00708
DB00700,1,DB00862
DB00661,1,DB06218
DB00232,1,DB01016
DB01097,1,DB01234
DB01201,1,DB06589
DB00126,1,DB00717
DB00804,1,DB09271
DB00370,1,DB00897
DB00414,1,DB01016
DB00446,1,DB01351
DB00316,1,DB06711
DB00387,1,DB01021
DB00997,1,DB09054
DB00767,1,DB01242
DB00673,1,DB00865
DB00366,1,DB00653
DB00641,1,DB00673
DB00312,1,DB01223
DB00690,1,DB00898
DB00752,1,DB01356
DB00418,1,DB01041
DB01098,1,DB09027
DB01621,1,DB08912
DB06207,1,DB09048
DB00413,1,DB00501
DB01100,1,DB09290
DB00263,1,DB00912
DB00215,1,DB01072
DB00451,1,DB00653
DB01068,1,DB06204
DB00126,1,DB00977
DB00575,1,DB01143
DB00468,1,DB00834
DB00450,1,DB00829
DB00425,1,DB00623
DB01068,1,DB06717
DB00413,1,DB00593
DB01174,1,DB08903
DB00252,1,DB00280
DB00715,1,DB00834
DB06210,1,DB08860
DB01264,1,DB08932
DB00420,1,DB00998
DB00465,1,DB00974
DB01136,1,DB01220
DB01232,1,DB09073
DB00745,1,DB09048
DB00211,1,DB01214
DB01579,1,DB06799
DB00471,1,DB00613
DB00285,1,DB09118
DB00281,1,DB08820
DB00344,1,DB03880
DB00413,1,DB00780
DB00413,1,DB00611
DB00414,1,DB01124
DB00688,1,DB00916
DB01278,1,DB11315
DB00214,1,DB01353
DB00382,1,DB01624
DB00384,1,DB00586
DB00493,1,DB00684
DB08912,1,DB09053
DB00622,1,DB06480
DB00843,1,DB06144
DB00773,1,DB09118
DB00175,1,DB09102
DB00501,1,DB00543
DB00413,1,DB00962
DB00250,1,DB00499
DB00433,1,DB01367
DB00159,1,DB00458
DB00524,1,DB01192
DB00435,1,DB01612
DB01026,1,DB09026
DB09063,1,DB09118
DB00422,1,DB01023
DB00834,1,DB08868
DB01222,1,DB01601
DB00319,1,DB00595
DB01172,1,DB01331
DB00014,1,DB01104
DB00872,1,DB01263
DB01067,1,DB09214
DB01124,1,DB06717
DB00598,1,DB01182
DB01045,1,DB01120
DB00489,1,DB09242
DB00706,1,DB01244
DB00014,1,DB01251
DB00494,1,DB00972
DB01621,1,DB06203
DB08822,1,DB09026
DB00595,1,DB01337
DB04908,1,DB09123
DB00794,1,DB00880
DB06702,1,DB08820
DB00224,1,DB01072
DB01171,1,DB01614
DB00486,1,DB01100
DB00186,1,DB00494
DB00972,1,DB01219
DB01026,1,DB06237
DB00484,1,DB00697
DB01288,1,DB01291
DB00814,1,DB01172
DB00635,1,DB01609
DB00708,1,DB06201
DB00541,1,DB09054
DB01233,1,DB06700
DB00717,1,DB05521
DB00468,1,DB09104
DB00860,1,DB09063
DB00433,1,DB04924
DB01267,1,DB09034
DB00322,1,DB00678
DB01041,1,DB09123
DB00672,1,DB01142
DB00498,1,DB09053
DB00928,1,DB08895
DB00321,1,DB01037
DB00450,1,DB04953
DB00850,1,DB09271
DB00843,1,DB08895
DB00437,1,DB09104
DB00366,1,DB00557
DB00934,1,DB01168
DB00344,1,DB01238
DB01067,1,DB01110
